variable,window,product,pipeline_id,metric,value,note
wind,validation_2006_2014,DOR,test8_v4,lag1_domain_mean,0.3958418266883407,
wind,validation_2006_2014,DOR,test8_v4,seasonal_range_domain_mean,1.4097578525543213,
wind,validation_2006_2014,DOR,test8_v4,pooled_skew,0.8195491433143616,
wind,validation_2006_2014,DOR,test8_v4,pooled_cv,0.3694581091403961,
wind,validation_2006_2014,DOR,test8_v4,KGE_vs_GridMET,0.07844038091673144,
wind,validation_2006_2014,LOCA2,,pooled_variance,,not_applicable_external
wind,validation_2006_2014,NEX,,pooled_variance,2.2316360473632812,
wind,validation_2006_2014,NEX,,p01_pooled,1.0846132040023804,
wind,validation_2006_2014,NEX,,p99_pooled,7.8145599365234375,
wind,validation_2006_2014,NEX,,lag1_domain_mean,0.5272139544621521,
wind,validation_2006_2014,NEX,,seasonal_range_domain_mean,1.5983891487121582,
wind,validation_2006_2014,NEX,,pooled_skew,0.8058487176895142,
wind,validation_2006_2014,NEX,,pooled_cv,0.4194750189781189,
wind,validation_2006_2014,NEX,,KGE_vs_GridMET,0.061566812543495275,
huss,validation_2006_2014,GridMET,,pooled_variance,1.8631371858646162e-05,
huss,validation_2006_2014,GridMET,,p01_pooled,0.0006399999838322401,
huss,validation_2006_2014,GridMET,,p99_pooled,0.01703360117971897,
huss,validation_2006_2014,GridMET,,lag1_domain_mean,0.9558049471814554,
huss,validation_2006_2014,GridMET,,seasonal_range_domain_mean,0.010213303379714489,
huss,validation_2006_2014,GridMET,,pooled_skew,0.759350597858429,
huss,validation_2006_2014,GridMET,,pooled_cv,0.6978349089622498,
huss,validation_2006_2014,S3_cmip6_inputs,,pooled_variance,1.9913881260436028e-05,
huss,validation_2006_2014,S3_cmip6_inputs,,p01_pooled,0.000523134192917496,
huss,validation_2006_2014,S3_cmip6_inputs,,p99_pooled,0.016887567937374115,
huss,validation_2006_2014,S3_cmip6_inputs,,lag1_domain_mean,0.961379549876126,
huss,validation_2006_2014,S3_cmip6_inputs,,seasonal_range_domain_mean,0.011826639994978905,
huss,validation_2006_2014,S3_cmip6_inputs,,pooled_skew,0.6551204323768616,
huss,validation_2006_2014,S3_cmip6_inputs,,pooled_cv,0.6992999315261841,
huss,validation_2006_2014,S3_cmip6_inputs,,KGE_vs_GridMET,0.7908628948477523,
huss,validation_2006_2014,S3_cmip6_inputs,,RMSE_vs_GridMET,0.002817089669406414,
huss,validation_2006_2014,DOR,test8_v2,pooled_variance,2.100291385431774e-05,
huss,validation_2006_2014,DOR,test8_v2,p01_pooled,0.0007241630810312927,
huss,validation_2006_2014,DOR,test8_v2,p99_pooled,0.017419397830963135,
huss,validation_2006_2014,DOR,test8_v2,lag1_domain_mean,0.9607788039841317,
huss,validation_2006_2014,DOR,test8_v2,seasonal_range_domain_mean,0.01207689568400383,
huss,validation_2006_2014,DOR,test8_v2,pooled_skew,0.6686075329780579,
huss,validation_2006_2014,DOR,test8_v2,pooled_cv,0.6880673170089722,
